table_name,field_name,language,translation,record_id,record_sub_id,field_value
routes,route_long_name,en,-,,,【52系統】国際会館駅前→（トンネル経由）→鞍馬
routes,route_long_name,zh-cn,-,,,【52系統】国際会館駅前→（トンネル経由）→鞍馬
routes,route_long_name,zh-tw,-,,,【52系統】国際会館駅前→（トンネル経由）→鞍馬
routes,route_long_name,ko,-,,,【52系統】国際会館駅前→（トンネル経由）→鞍馬
routes,route_long_name,ja,【52系統】国際会館駅前→（トンネル経由）→鞍馬温泉,,,【52系統】国際会館駅前→（トンネル経由）→鞍馬温泉
routes,route_long_name,en,-,,,【52系統】国際会館駅前→（トンネル経由）→鞍馬温泉
routes,route_long_name,zh-cn,-,,,【52系統】国際会館駅前→（トンネル経由）→鞍馬温泉
routes,route_long_name,zh-tw,-,,,【52系統】国際会館駅前→（トンネル経由）→鞍馬温泉
routes,route_long_name,ko,-,,,【52系統】国際会館駅前→（トンネル経由）→鞍馬温泉
routes,route_long_name,ja,【52系統】貴船口→国際会館駅前,,,【52系統】貴船口→国際会館駅前
routes,route_long_name,en,-,,,【52系統】貴船口→国際会館駅前
routes,route_long_name,zh-cn,-,,,【52系統】貴船口→国際会館駅前
routes,route_long_name,zh-tw,-,,,【52系統】貴船口→国際会館駅前
routes,route_long_name,ko,-,,,【52系統】貴船口→国際会館駅前
routes,route_long_name,ja,【52系統】貴船口→川島織物セルコン→国際会館駅前,,,【52系統】貴船口→川島織物セルコン→国際会館駅前
routes,route_long_name,en,-,,,【52系統】貴船口→川島織物セルコン→国際会館駅前
routes,route_long_name,zh-cn,-,,,【52系統】貴船口→川島織物セルコン→国際会館駅前
routes,route_long_name,zh-tw,-,,,【52系統】貴船口→川島織物セルコン→国際会館駅前
routes,route_long_name,ko,-,,,【52系統】貴船口→川島織物セルコン→国際会館駅前
routes,route_long_name,ja,【52系統】鞍馬温泉→国際会館駅前,,,【52系統】鞍馬温泉→国際会館駅前
routes,route_long_name,en,-,,,【52系統】鞍馬温泉→国際会館駅前
routes,route_long_name,zh-cn,-,,,【52系統】鞍馬温泉→国際会館駅前
routes,route_long_name,zh-tw,-,,,【52系統】鞍馬温泉→国際会館駅前
routes,route_long_name,ko,-,,,【52系統】鞍馬温泉→国際会館駅前
routes,route_long_name,ja,【52系統】鞍馬温泉→（トンネル経由）→国際会館駅前,,,【52系統】鞍馬温泉→（トンネル経由）→国際会館駅前
routes,route_long_name,en,-,,,【52系統】鞍馬温泉→（トンネル経由）→国際会館駅前
routes,route_long_name,zh-cn,-,,,【52系統】鞍馬温泉→（トンネル経由）→国際会館駅前
routes,route_long_name,zh-tw,-,,,【52系統】鞍馬温泉→（トンネル経由）→国際会館駅前
routes,route_long_name,ko,-,,,【52系統】鞍馬温泉→（トンネル経由）→国際会館駅前
routes,route_long_name,ja,【54系統】国際会館駅前→静原上の町,,,【54系統】国際会館駅前→静原上の町
routes,route_long_name,en,-,,,【54系統】国際会館駅前→静原上の町
routes,route_long_name,zh-cn,-,,,【54系統】国際会館駅前→静原上の町
routes,route_long_name,zh-tw,-,,,【54系統】国際会館駅前→静原上の町
routes,route_long_name,ko,-,,,【54系統】国際会館駅前→静原上の町
routes,route_long_name,ja,【54系統】静原下の町→国際会館駅前,,,【54系統】静原下の町→国際会館駅前
routes,route_long_name,en,-,,,【54系統】静原下の町→国際会館駅前
routes,route_long_name,zh-cn,-,,,【54系統】静原下の町→国際会館駅前
routes,route_long_name,zh-tw,-,,,【54系統】静原下の町→国際会館駅前
routes,route_long_name,ko,-,,,【54系統】静原下の町→国際会館駅前
routes,route_long_name,ja,【62系統】四条河原町→清滝,,,【62系統】四条河原町→清滝
routes,route_long_name,en,-,,,【62系統】四条河原町→清滝
routes,route_long_name,zh-cn,-,,,【62系統】四条河原町→清滝
routes,route_long_name,zh-tw,-,,,【62系統】四条河原町→清滝
routes,route_long_name,ko,-,,,【62系統】四条河原町→清滝
routes,route_long_name,ja,【62系統】有栖川→清滝,,,【62系統】有栖川→清滝
routes,route_long_name,en,-,,,【62系統】有栖川→清滝
routes,route_long_name,zh-cn,-,,,【62系統】有栖川→清滝
routes,route_long_name,zh-tw,-,,,【62系統】有栖川→清滝
routes,route_long_name,ko,-,,,【62系統】有栖川→清滝
routes,route_long_name,ja,【63系統】四条河原町→苔寺・すず虫寺,,,【63系統】四条河原町→苔寺・すず虫寺
routes,route_long_name,en,-,,,【63系統】四条河原町→苔寺・すず虫寺
routes,route_long_name,zh-cn,-,,,【63系統】四条河原町→苔寺・すず虫寺
routes,route_long_name,zh-tw,-,,,【63系統】四条河原町→苔寺・すず虫寺
routes,route_long_name,ko,-,,,【63系統】四条河原町→苔寺・すず虫寺
routes,route_long_name,ja,【63系統】有栖川→苔寺・すず虫寺,,,【63系統】有栖川→苔寺・すず虫寺
routes,route_long_name,en,-,,,【63系統】有栖川→苔寺・すず虫寺
routes,route_long_name,zh-cn,-,,,【63系統】有栖川→苔寺・すず虫寺
routes,route_long_name,zh-tw,-,,,【63系統】有栖川→苔寺・すず虫寺
routes,route_long_name,ko,-,,,【63系統】有栖川→苔寺・すず虫寺
routes,route_long_name,ja,【63系統】苔寺・すず虫寺→四条河原町,,,【63系統】苔寺・すず虫寺→四条河原町
routes,route_long_name,en,-,,,【63系統】苔寺・すず虫寺→四条河原町
routes,route_long_name,zh-cn,-,,,【63系統】苔寺・すず虫寺→四条河原町
routes,route_long_name,zh-tw,-,,,【63系統】苔寺・すず虫寺→四条河原町
routes,route_long_name,ko,-,,,【63系統】苔寺・すず虫寺→四条河原町
routes,route_long_name,ja,【65系統】三条京阪前→有栖川,,,【65系統】三条京阪前→有栖川
routes,route_long_name,en,-,,,【65系統】三条京阪前→有栖川
routes,route_long_name,zh-cn,-,,,【65系統】三条京阪前→有栖川
routes,route_long_name,zh-tw,-,,,【65系統】三条京阪前→有栖川
routes,route_long_name,ko,-,,,【65系統】三条京阪前→有栖川
routes,route_long_name,ja,【65系統】四条河原町→有栖川,,,【65系統】四条河原町→有栖川
routes,route_long_name,en,-,,,【65系統】四条河原町→有栖川
routes,route_long_name,zh-cn,-,,,【65系統】四条河原町→有栖川
routes,route_long_name,zh-tw,-,,,【65系統】四条河原町→有栖川
routes,route_long_name,ko,-,,,【65系統】四条河原町→有栖川
routes,route_long_name,ja,【65系統】有栖川→四条河原町,,,【65系統】有栖川→四条河原町
routes,route_long_name,en,-,,,【65系統】有栖川→四条河原町
routes,route_long_name,zh-cn,-,,,【65系統】有栖川→四条河原町
routes,route_long_name,zh-tw,-,,,【65系統】有栖川→四条河原町
routes,route_long_name,ko,-,,,【65系統】有栖川→四条河原町
routes,route_long_name,ja,【66系統】四条河原町→阪急嵐山駅前,,,【66系統】四条河原町→阪急嵐山駅前
routes,route_long_name,en,-,,,【66系統】四条河原町→阪急嵐山駅前
routes,route_long_name,zh-cn,-,,,【66系統】四条河原町→阪急嵐山駅前
routes,route_long_name,zh-tw,-,,,【66系統】四条河原町→阪急嵐山駅前
routes,route_long_name,ko,-,,,【66系統】四条河原町→阪急嵐山駅前
routes,route_long_name,ja,【66系統】阪急嵐山駅前→四条河原町,,,【66系統】阪急嵐山駅前→四条河原町
routes,route_long_name,en,-,,,【66系統】阪急嵐山駅前→四条河原町
routes,route_long_name,zh-cn,-,,,【66系統】阪急嵐山駅前→四条河原町
routes,route_long_name,zh-tw,-,,,【66系統】阪急嵐山駅前→四条河原町
routes,route_long_name,ko,-,,,【66系統】阪急嵐山駅前→四条河原町
routes,route_long_name,ja,【73系統】京都駅前→苔寺・すず虫寺,,,【73系統】京都駅前→苔寺・すず虫寺
routes,route_long_name,en,-,,,【73系統】京都駅前→苔寺・すず虫寺
routes,route_long_name,zh-cn,-,,,【73系統】京都駅前→苔寺・すず虫寺
routes,route_long_name,zh-tw,-,,,【73系統】京都駅前→苔寺・すず虫寺
routes,route_long_name,ko,-,,,【73系統】京都駅前→苔寺・すず虫寺
routes,route_long_name,ja,【73系統】苔寺・すず虫寺→京都駅前,,,【73系統】苔寺・すず虫寺→京都駅前
routes,route_long_name,en,-,,,【73系統】苔寺・すず虫寺→京都駅前
routes,route_long_name,zh-cn,-,,,【73系統】苔寺・すず虫寺→京都駅前
routes,route_long_name,zh-tw,-,,,【73系統】苔寺・すず虫寺→京都駅前
routes,route_long_name,ko,-,,,【73系統】苔寺・すず虫寺→京都駅前
routes,route_long_name,ja,【75系統】京都駅前→有栖川,,,【75系統】京都駅前→有栖川
routes,route_long_name,en,-,,,【75系統】京都駅前→有栖川
routes,route_long_name,zh-cn,-,,,【75系統】京都駅前→有栖川
routes,route_long_name,zh-tw,-,,,【75系統】京都駅前→有栖川
routes,route_long_name,ko,-,,,【75系統】京都駅前→有栖川
routes,route_long_name,ja,【76系統】京都駅前→阪急嵐山駅前,,,【76系統】京都駅前→阪急嵐山駅前
routes,route_long_name,en,-,,,【76系統】京都駅前→阪急嵐山駅前
routes,route_long_name,zh-cn,-,,,【76系統】京都駅前→阪急嵐山駅前
routes,route_long_name,zh-tw,-,,,【76系統】京都駅前→阪急嵐山駅前
routes,route_long_name,ko,-,,,【76系統】京都駅前→阪急嵐山駅前
routes,route_long_name,ja,【76系統】阪急嵐山駅前→京都駅前,,,【76系統】阪急嵐山駅前→京都駅前
routes,route_long_name,en,-,,,【76系統】阪急嵐山駅前→京都駅前
routes,route_long_name,zh-cn,-,,,【76系統】阪急嵐山駅前→京都駅前
routes,route_long_name,zh-tw,-,,,【76系統】阪急嵐山駅前→京都駅前
routes,route_long_name,ko,-,,,【76系統】阪急嵐山駅前→京都駅前
routes,route_long_name,ja,【76系統快速】阪急嵐山駅前→京都駅前,,,【76系統快速】阪急嵐山駅前→京都駅前
routes,route_long_name,en,-,,,【76系統快速】阪急嵐山駅前→京都駅前
routes,route_long_name,zh-cn,-,,,【76系統快速】阪急嵐山駅前→京都駅前
routes,route_long_name,zh-tw,-,,,【76系統快速】阪急嵐山駅前→京都駅前
routes,route_long_name,ko,-,,,【76系統快速】阪急嵐山駅前→京都駅前
routes,route_long_name,ja,【81系統】有栖川→京都駅前,,,【81系統】有栖川→京都駅前
routes,route_long_name,en,-,,,【81系統】有栖川→京都駅前
routes,route_long_name,zh-cn,-,,,【81系統】有栖川→京都駅前
routes,route_long_name,zh-tw,-,,,【81系統】有栖川→京都駅前
routes,route_long_name,ko,-,,,【81系統】有栖川→京都駅前
routes,route_long_name,ja,【83系統】京都駅前→苔寺・すず虫寺,,,【83系統】京都駅前→苔寺・すず虫寺
routes,route_long_name,en,-,,,【83系統】京都駅前→苔寺・すず虫寺
routes,route_long_name,zh-cn,-,,,【83系統】京都駅前→苔寺・すず虫寺
routes,route_long_name,zh-tw,-,,,【83系統】京都駅前→苔寺・すず虫寺
routes,route_long_name,ko,-,,,【83系統】京都駅前→苔寺・すず虫寺
routes,route_long_name,ja,【88系統】京都駅前→太秦映画村前→有栖川,,,【88系統】京都駅前→太秦映画村前→有栖川
routes,route_long_name,en,-,,,【88系統】京都駅前→太秦映画村前→有栖川
routes,route_long_name,zh-cn,-,,,【88系統】京都駅前→太秦映画村前→有栖川
routes,route_long_name,zh-tw,-,,,【88系統】京都駅前→太秦映画村前→有栖川
routes,route_long_name,ko,-,,,【88系統】京都駅前→太秦映画村前→有栖川
routes,route_long_name,ja,【88系統】太秦映画村前→京都駅前,,,【88系統】太秦映画村前→京都駅前
routes,route_long_name,en,-,,,【88系統】太秦映画村前→京都駅前
routes,route_long_name,zh-cn,-,,,【88系統】太秦映画村前→京都駅前
routes,route_long_name,zh-tw,-,,,【88系統】太秦映画村前→京都駅前
routes,route_long_name,ko,-,,,【88系統】太秦映画村前→京都駅前
routes,route_long_name,ja,【88系統】有栖川→太秦映画村前→京都駅前,,,【88系統】有栖川→太秦映画村前→京都駅前
routes,route_long_name,en,-,,,【88系統】有栖川→太秦映画村前→京都駅前
routes,route_long_name,zh-cn,-,,,【88系統】有栖川→太秦映画村前→京都駅前
routes,route_long_name,zh-tw,-,,,【88系統】有栖川→太秦映画村前→京都駅前
routes,route_long_name,ko,-,,,【88系統】有栖川→太秦映画村前→京都駅前
routes,route_long_name,ja,【90系統】清滝→大覚寺→阪急嵐山駅前,,,【90系統】清滝→大覚寺→阪急嵐山駅前
routes,route_long_name,en,-,,,【90系統】清滝→大覚寺→阪急嵐山駅前
routes,route_long_name,zh-cn,-,,,【90系統】清滝→大覚寺→阪急嵐山駅前
routes,route_long_name,zh-tw,-,,,【90系統】清滝→大覚寺→阪急嵐山駅前
routes,route_long_name,ko,-,,,【90系統】清滝→大覚寺→阪急嵐山駅前
routes,route_long_name,ja,【90系統】清滝→大覚寺→（高架）→阪急嵐山駅前,,,【90系統】清滝→大覚寺→（高架）→阪急嵐山駅前
routes,route_long_name,en,-,,,【90系統】清滝→大覚寺→（高架）→阪急嵐山駅前
routes,route_long_name,zh-cn,-,,,【90系統】清滝→大覚寺→（高架）→阪急嵐山駅前
routes,route_long_name,zh-tw,-,,,【90系統】清滝→大覚寺→（高架）→阪急嵐山駅前
routes,route_long_name,ko,-,,,【90系統】清滝→大覚寺→（高架）→阪急嵐山駅前
routes,route_long_name,ja,【90系統】清滝→阪急嵐山駅前,,,【90系統】清滝→阪急嵐山駅前
routes,route_long_name,en,-,,,【90系統】清滝→阪急嵐山駅前
routes,route_long_name,zh-cn,-,,,【90系統】清滝→阪急嵐山駅前
routes,route_long_name,zh-tw,-,,,【90系統】清滝→阪急嵐山駅前
routes,route_long_name,ko,-,,,【90系統】清滝→阪急嵐山駅前
routes,route_long_name,ja,【90系統】清滝→（高架）→阪急嵐山駅前,,,【90系統】清滝→（高架）→阪急嵐山駅前
routes,route_long_name,en,-,,,【90系統】清滝→（高架）→阪急嵐山駅前
routes,route_long_name,zh-cn,-,,,【90系統】清滝→（高架）→阪急嵐山駅前
routes,route_long_name,zh-tw,-,,,【90系統】清滝→（高架）→阪急嵐山駅前
routes,route_long_name,ko,-,,,【90系統】清滝→（高架）→阪急嵐山駅前
routes,route_long_name,ja,【92系統】阪急嵐山駅前→清滝,,,【92系統】阪急嵐山駅前→清滝
routes,route_long_name,en,-,,,【92系統】阪急嵐山駅前→清滝
routes,route_long_name,zh-cn,-,,,【92系統】阪急嵐山駅前→清滝
routes,route_long_name,zh-tw,-,,,【92系統】阪急嵐山駅前→清滝
routes,route_long_name,ko,-,,,【92系統】阪急嵐山駅前→清滝
routes,route_long_name,ja,【94系統】阪急嵐山駅前→大覚寺→清滝,,,【94系統】阪急嵐山駅前→大覚寺→清滝
routes,route_long_name,en,-,,,【94系統】阪急嵐山駅前→大覚寺→清滝
routes,route_long_name,zh-cn,-,,,【94系統】阪急嵐山駅前→大覚寺→清滝
routes,route_long_name,zh-tw,-,,,【94系統】阪急嵐山駅前→大覚寺→清滝
routes,route_long_name,ko,-,,,【94系統】阪急嵐山駅前→大覚寺→清滝
routes,route_long_name,ja,【修学院離宮道経由】高野車庫→大原,,,【修学院離宮道経由】高野車庫→大原
routes,route_long_name,en,Takano Shako→Shugakuinrikyu-michi→Ohara,,,【修学院離宮道経由】高野車庫→大原
routes,route_long_name,zh-cn,高野车库→修学院离宫道→大原,,,【修学院離宮道経由】高野車庫→大原
routes,route_long_name,zh-tw,高野車庫→修學院離宮道→大原,,,【修学院離宮道経由】高野車庫→大原
routes,route_long_name,ko,타카노 샤코→슈가쿠인리큐미치→오하라,,,【修学院離宮道経由】高野車庫→大原
routes,route_long_name,ja,【加茂街道経由】市原→東北部クリーンセンター前→高野車庫,,,【加茂街道経由】市原→東北部クリーンセンター前→高野車庫
routes,route_long_name,en,Ichihara→Takano Shako,,,【加茂街道経由】市原→東北部クリーンセンター前→高野車庫
routes,route_long_name,zh-cn,市原→高野车库,,,【加茂街道経由】市原→東北部クリーンセンター前→高野車庫
routes,route_long_name,zh-tw,市原→高野車庫,,,【加茂街道経由】市原→東北部クリーンセンター前→高野車庫
routes,route_long_name,ko,이치하라→타카노 샤코,,,【加茂街道経由】市原→東北部クリーンセンター前→高野車庫
routes,route_long_name,ja,【北山バーディ号】大原→鞍馬,,,【北山バーディ号】大原→鞍馬
routes,route_long_name,en,Ohara→Kurama,,,【北山バーディ号】大原→鞍馬
routes,route_long_name,zh-cn,大原→鞍马,,,【北山バーディ号】大原→鞍馬
routes,route_long_name,zh-tw,大原→鞍馬,,,【北山バーディ号】大原→鞍馬
routes,route_long_name,ko,오하라→쿠라마,,,【北山バーディ号】大原→鞍馬
routes,route_long_name,ja,【岩倉下在地町経由】国際会館駅前→岩倉下在地町→岩倉実相院,,,【岩倉下在地町経由】国際会館駅前→岩倉下在地町→岩倉実相院
routes,route_long_name,en,Kokusaikaikan Sta.→Iwakura Jissoin,,,【岩倉下在地町経由】国際会館駅前→岩倉下在地町→岩倉実相院
routes,route_long_name,zh-cn,国际会馆站前→岩仓实相院,,,【岩倉下在地町経由】国際会館駅前→岩倉下在地町→岩倉実相院
routes,route_long_name,zh-tw,國際會館站前→岩倉實相院,,,【岩倉下在地町経由】国際会館駅前→岩倉下在地町→岩倉実相院
routes,route_long_name,ko,고쿠사이카이칸에키마에→이와쿠라 짓소인,,,【岩倉下在地町経由】国際会館駅前→岩倉下在地町→岩倉実相院
routes,route_long_name,ja,【嵐山・高雄パークウェイバス】西山高雄→阪急嵐山駅前,,,【嵐山・高雄パークウェイバス】西山高雄→阪急嵐山駅前
routes,route_long_name,en,Nishiyama Takao→Hankyu Arashiyama Sta.,,,【嵐山・高雄パークウェイバス】西山高雄→阪急嵐山駅前
routes,route_long_name,zh-cn,西山高雄→阪急岚山站前,,,【嵐山・高雄パークウェイバス】西山高雄→阪急嵐山駅前
routes,route_long_name,zh-tw,西山高雄→阪急嵐山站前,,,【嵐山・高雄パークウェイバス】西山高雄→阪急嵐山駅前
routes,route_long_name,ko,니시야마 타카오→한큐아라시야마에키마에,,,【嵐山・高雄パークウェイバス】西山高雄→阪急嵐山駅前
routes,route_long_name,ja,【快速35系統】京都産業大学前→出町柳駅前,,,【快速35系統】京都産業大学前→出町柳駅前
routes,route_long_name,en,-,,,【快速35系統】京都産業大学前→出町柳駅前
routes,route_long_name,zh-cn,-,,,【快速35系統】京都産業大学前→出町柳駅前
routes,route_long_name,zh-tw,-,,,【快速35系統】京都産業大学前→出町柳駅前
routes,route_long_name,ko,-,,,【快速35系統】京都産業大学前→出町柳駅前
routes,route_long_name,ja,【快速35系統】出町柳駅前→京都産業大学前,,,【快速35系統】出町柳駅前→京都産業大学前
routes,route_long_name,en,-,,,【快速35系統】出町柳駅前→京都産業大学前
routes,route_long_name,zh-cn,-,,,【快速35系統】出町柳駅前→京都産業大学前
routes,route_long_name,zh-tw,-,,,【快速35系統】出町柳駅前→京都産業大学前
routes,route_long_name,ko,-,,,【快速35系統】出町柳駅前→京都産業大学前
routes,route_long_name,ja,【快速】京都駅前→高野車庫,,,【快速】京都駅前→高野車庫
routes,route_long_name,en,Kyoto Sta.→Takano Shako,,,【快速】京都駅前→高野車庫
routes,route_long_name,zh-cn,京都站前→高野车库,,,【快速】京都駅前→高野車庫
routes,route_long_name,zh-tw,京都站前→高野車庫,,,【快速】京都駅前→高野車庫
routes,route_long_name,ko,교토에키마에→타카노 샤코,,,【快速】京都駅前→高野車庫
routes,route_long_name,ja,【快速】出町柳駅前～京都産業大学前,,,【快速】出町柳駅前～京都産業大学前
routes,route_long_name,en,Demachiyanagi Sta.～Kyoto Sangyo University,,,【快速】出町柳駅前～京都産業大学前
routes,route_long_name,zh-cn,出町柳站前～京都产业大学前,,,【快速】出町柳駅前～京都産業大学前
routes,route_long_name,zh-tw,出町柳站前～京都產業大學前,,,【快速】出町柳駅前～京都産業大学前
routes,route_long_name,ko,데마치야나기에키마에～교토 산교다이가쿠마에,,,【快速】出町柳駅前～京都産業大学前
routes,route_long_name,ja,【快速】苔寺・すず虫寺→京都駅前,,,【快速】苔寺・すず虫寺→京都駅前
routes,route_long_name,en,Kokedera Temple Suzumushidera Temple→Kyoto Sta.,,,【快速】苔寺・すず虫寺→京都駅前
routes,route_long_name,zh-cn,苔寺、铃虫寺→京都站前,,,【快速】苔寺・すず虫寺→京都駅前
routes,route_long_name,zh-tw,苔寺、鈴蟲寺→京都站前,,,【快速】苔寺・すず虫寺→京都駅前
routes,route_long_name,ko,코케데라　스즈무시데라→교토에키마에,,,【快速】苔寺・すず虫寺→京都駅前
routes,route_long_name,ja,【快速】阪急嵐山駅前→京都駅前,,,【快速】阪急嵐山駅前→京都駅前
routes,route_long_name,en,Hankyu Arashiyama Sta.→Kyoto Sta.,,,【快速】阪急嵐山駅前→京都駅前
routes,route_long_name,zh-cn,阪急岚山站前→京都站前,,,【快速】阪急嵐山駅前→京都駅前
routes,route_long_name,zh-tw,阪急嵐山站前→京都站前,,,【快速】阪急嵐山駅前→京都駅前
routes,route_long_name,ko,한큐아라시야마에키마에→교토에키마에,,,【快速】阪急嵐山駅前→京都駅前
routes,route_long_name,ja,【比叡山ドライブバス】京都駅前～比叡山頂,,,【比叡山ドライブバス】京都駅前～比叡山頂
routes,route_long_name,en,Kyoto Sta.～Hiei Sancho,,,【比叡山ドライブバス】京都駅前～比叡山頂
routes,route_long_name,zh-cn,京都站前～比叡山顶,,,【比叡山ドライブバス】京都駅前～比叡山頂
routes,route_long_name,zh-tw,京都站前～比睿山頂,,,【比叡山ドライブバス】京都駅前～比叡山頂
routes,route_long_name,ko,교토에키마에～히에이잔초,,,【比叡山ドライブバス】京都駅前～比叡山頂
routes,route_long_name,ja,【特16系統】大原→三条京阪前,,,【特16系統】大原→三条京阪前
routes,route_long_name,en,-,,,【特16系統】大原→三条京阪前
routes,route_long_name,zh-cn,-,,,【特16系統】大原→三条京阪前
routes,route_long_name,zh-tw,-,,,【特16系統】大原→三条京阪前
routes,route_long_name,ko,-,,,【特16系統】大原→三条京阪前
routes,route_long_name,ja,【特16系統】河原町三条→国際会館駅前→大原,,,【特16系統】河原町三条→国際会館駅前→大原
routes,route_long_name,en,-,,,【特16系統】河原町三条→国際会館駅前→大原
routes,route_long_name,zh-cn,-,,,【特16系統】河原町三条→国際会館駅前→大原
routes,route_long_name,zh-tw,-,,,【特16系統】河原町三条→国際会館駅前→大原
routes,route_long_name,ko,-,,,【特16系統】河原町三条→国際会館駅前→大原
routes,route_long_name,ja,【特17系統】京都駅前→国際会館駅前→大原,,,【特17系統】京都駅前→国際会館駅前→大原
routes,route_long_name,en,-,,,【特17系統】京都駅前→国際会館駅前→大原
routes,route_long_name,zh-cn,-,,,【特17系統】京都駅前→国際会館駅前→大原
routes,route_long_name,zh-tw,-,,,【特17系統】京都駅前→国際会館駅前→大原
routes,route_long_name,ko,-,,,【特17系統】京都駅前→国際会館駅前→大原
routes,route_long_name,ja,【特17系統】国際会館駅前→京都駅前,,,【特17系統】国際会館駅前→京都駅前
routes,route_long_name,en,-,,,【特17系統】国際会館駅前→京都駅前
routes,route_long_name,zh-cn,-,,,【特17系統】国際会館駅前→京都駅前
routes,route_long_name,zh-tw,-,,,【特17系統】国際会館駅前→京都駅前
routes,route_long_name,ko,-,,,【特17系統】国際会館駅前→京都駅前
routes,route_long_name,ja,【特17系統】大原→国際会館駅前→京都駅前,,,【特17系統】大原→国際会館駅前→京都駅前
routes,route_long_name,en,-,,,【特17系統】大原→国際会館駅前→京都駅前
routes,route_long_name,zh-cn,-,,,【特17系統】大原→国際会館駅前→京都駅前
routes,route_long_name,zh-tw,-,,,【特17系統】大原→国際会館駅前→京都駅前
routes,route_long_name,ko,-,,,【特17系統】大原→国際会館駅前→京都駅前
routes,route_long_name,ja,【特33系統】貴船口→貴船,,,【特33系統】貴船口→貴船
routes,route_long_name,en,-,,,【特33系統】貴船口→貴船
routes,route_long_name,zh-cn,-,,,【特33系統】貴船口→貴船
routes,route_long_name,zh-tw,-,,,【特33系統】貴船口→貴船
routes,route_long_name,ko,-,,,【特33系統】貴船口→貴船
routes,route_long_name,ja,【特40系統】京都産業大学前→（西幡枝）→国際会館駅前,,,【特40系統】京都産業大学前→（西幡枝）→国際会館駅前
routes,route_long_name,en,-,,,【特40系統】京都産業大学前→（西幡枝）→国際会館駅前
routes,route_long_name,zh-cn,-,,,【特40系統】京都産業大学前→（西幡枝）→国際会館駅前
routes,route_long_name,zh-tw,-,,,【特40系統】京都産業大学前→（西幡枝）→国際会館駅前
routes,route_long_name,ko,-,,,【特40系統】京都産業大学前→（西幡枝）→国際会館駅前
routes,route_long_name,ja,【特40系統】国際会館駅前→(西幡枝)→京都産業大学前,,,【特40系統】国際会館駅前→(西幡枝)→京都産業大学前
routes,route_long_name,en,-,,,【特40系統】国際会館駅前→(西幡枝)→京都産業大学前
routes,route_long_name,zh-cn,-,,,【特40系統】国際会館駅前→(西幡枝)→京都産業大学前
routes,route_long_name,zh-tw,-,,,【特40系統】国際会館駅前→(西幡枝)→京都産業大学前
routes,route_long_name,ko,-,,,【特40系統】国際会館駅前→(西幡枝)→京都産業大学前
routes,route_long_name,ja,【特40系統】国際会館駅前→（西幡枝）→京都産業大学前,,,【特40系統】国際会館駅前→（西幡枝）→京都産業大学前
routes,route_long_name,en,-,,,【特40系統】国際会館駅前→（西幡枝）→京都産業大学前
routes,route_long_name,zh-cn,-,,,【特40系統】国際会館駅前→（西幡枝）→京都産業大学前
routes,route_long_name,zh-tw,-,,,【特40系統】国際会館駅前→（西幡枝）→京都産業大学前
routes,route_long_name,ko,-,,,【特40系統】国際会館駅前→（西幡枝）→京都産業大学前
routes,route_long_name,ja,【特52系統】国際会館駅前→川島織物セルコン→貴船口,,,【特52系統】国際会館駅前→川島織物セルコン→貴船口
routes,route_long_name,en,-,,,【特52系統】国際会館駅前→川島織物セルコン→貴船口
routes,route_long_name,zh-cn,-,,,【特52系統】国際会館駅前→川島織物セルコン→貴船口
routes,route_long_name,zh-tw,-,,,【特52系統】国際会館駅前→川島織物セルコン→貴船口
routes,route_long_name,ko,-,,,【特52系統】国際会館駅前→川島織物セルコン→貴船口
routes,route_long_name,ja,【特52系統】国際会館駅前→貴船口,,,【特52系統】国際会館駅前→貴船口
routes,route_long_name,en,-,,,【特52系統】国際会館駅前→貴船口
routes,route_long_name,zh-cn,-,,,【特52系統】国際会館駅前→貴船口
routes,route_long_name,zh-tw,-,,,【特52系統】国際会館駅前→貴船口
routes,route_long_name,ko,-,,,【特52系統】国際会館駅前→貴船口
routes,route_long_name,ja,【特52系統】国際会館駅前→（トンネル経由）→貴船口,,,【特52系統】国際会館駅前→（トンネル経由）→貴船口
routes,route_long_name,en,-,,,【特52系統】国際会館駅前→（トンネル経由）→貴船口
routes,route_long_name,zh-cn,-,,,【特52系統】国際会館駅前→（トンネル経由）→貴船口
routes,route_long_name,zh-tw,-,,,【特52系統】国際会館駅前→（トンネル経由）→貴船口
routes,route_long_name,ko,-,,,【特52系統】国際会館駅前→（トンネル経由）→貴船口
routes,route_long_name,ja,【特54系統】国際会館駅前→貴船口→静原上の町,,,【特54系統】国際会館駅前→貴船口→静原上の町
routes,route_long_name,en,-,,,【特54系統】国際会館駅前→貴船口→静原上の町
routes,route_long_name,zh-cn,-,,,【特54系統】国際会館駅前→貴船口→静原上の町
routes,route_long_name,zh-tw,-,,,【特54系統】国際会館駅前→貴船口→静原上の町
routes,route_long_name,ko,-,,,【特54系統】国際会館駅前→貴船口→静原上の町
routes,route_long_name,ja,【特急】京都駅前→大原,,,【特急】京都駅前→大原
routes,route_long_name,en,Kyoto Sta.→Ohara,,,【特急】京都駅前→大原
routes,route_long_name,zh-cn,京都站前→大原,,,【特急】京都駅前→大原
routes,route_long_name,zh-tw,京都站前→大原,,,【特急】京都駅前→大原
routes,route_long_name,ko,교토에키마에→오하라,,,【特急】京都駅前→大原
routes,route_long_name,ja,【特急】京都駅前→太秦映画村前,,,【特急】京都駅前→太秦映画村前
