table_name,field_name,language,translation,record_id,record_sub_id,field_value
stops,stop_name,ja,"北大路堀川",044100,,
stops,stop_name,ja-Hrkt,"きたおおじほりかわ",044100,,
stops,stop_name,en,"Kitaoji Horikawa",044100,,
stops,stop_name,zh-Hans,"北大路堀川",044100,,
stops,stop_name,zh-Hant,"北大路堀川",044100,,
stops,stop_name,ko,"기타오지호리카와",044100,,
stops,stop_name,ja,"北大路堀川",044200,,
stops,stop_name,ja-Hrkt,"きたおおじほりかわ",044200,,
stops,stop_name,en,"Kitaoji Horikawa",044200,,
stops,stop_name,zh-Hans,"北大路堀川",044200,,
stops,stop_name,zh-Hant,"北大路堀川",044200,,
stops,stop_name,ko,"기타오지호리카와",044200,,
stops,stop_name,ja,"北大路堀川",044310,,
stops,stop_name,ja-Hrkt,"きたおおじほりかわ",044310,,
stops,stop_name,en,"Kitaoji Horikawa",044310,,
stops,stop_name,zh-Hans,"北大路堀川",044310,,
stops,stop_name,zh-Hant,"北大路堀川",044310,,
stops,stop_name,ko,"기타오지호리카와",044310,,
stops,stop_name,ja,"北大路堀川",044320,,
stops,stop_name,ja-Hrkt,"きたおおじほりかわ",044320,,
stops,stop_name,en,"Kitaoji Horikawa",044320,,
stops,stop_name,zh-Hans,"北大路堀川",044320,,
stops,stop_name,zh-Hant,"北大路堀川",044320,,
stops,stop_name,ko,"기타오지호리카와",044320,,
stops,stop_name,ja,"北大路堀川",044400,,
stops,stop_name,ja-Hrkt,"きたおおじほりかわ",044400,,
stops,stop_name,en,"Kitaoji Horikawa",044400,,
stops,stop_name,zh-Hans,"北大路堀川",044400,,
stops,stop_name,zh-Hant,"北大路堀川",044400,,
stops,stop_name,ko,"기타오지호리카와",044400,,
stops,stop_name,ja,"下総町",045300,,
stops,stop_name,ja-Hrkt,"しもふさちょう",045300,,
stops,stop_name,en,"Shimofusacho",045300,,
stops,stop_name,zh-Hans,"下综町",045300,,
stops,stop_name,zh-Hant,"下總町",045300,,
stops,stop_name,ko,"시모후사초",045300,,
stops,stop_name,ja,"下総町",045400,,
stops,stop_name,ja-Hrkt,"しもふさちょう",045400,,
stops,stop_name,en,"Shimofusacho",045400,,
stops,stop_name,zh-Hans,"下综町",045400,,
stops,stop_name,zh-Hant,"下總町",045400,,
stops,stop_name,ko,"시모후사초",045400,,
stops,stop_name,ja,"烏丸今出川（地下鉄今出川駅）",048100,,
stops,stop_name,ja-Hrkt,"からすまいまでがわ（ちかてついまでがわえき）",048100,,
stops,stop_name,en,"Karasuma Imadegawa (Subway Imadegawa Station)",048100,,
stops,stop_name,zh-Hans,"乌丸今出川（地铁今出川站）",048100,,
stops,stop_name,zh-Hant,"烏丸今出川（地下鐵今出川車站）",048100,,
stops,stop_name,ko,"가라스마이마데가와（지하철 이마데가와역）",048100,,
stops,stop_name,ja,"烏丸今出川（地下鉄今出川駅）",048200,,
stops,stop_name,ja-Hrkt,"からすまいまでがわ（ちかてついまでがわえき）",048200,,
stops,stop_name,en,"Karasuma Imadegawa (Subway Imadegawa Station)",048200,,
stops,stop_name,zh-Hans,"乌丸今出川（地铁今出川站）",048200,,
stops,stop_name,zh-Hant,"烏丸今出川（地下鐵今出川車站）",048200,,
stops,stop_name,ko,"가라스마이마데가와（지하철 이마데가와역）",048200,,
stops,stop_name,ja,"烏丸今出川（地下鉄今出川駅）",048300,,
stops,stop_name,ja-Hrkt,"からすまいまでがわ（ちかてついまでがわえき）",048300,,
stops,stop_name,en,"Karasuma Imadegawa (Subway Imadegawa Station)",048300,,
stops,stop_name,zh-Hans,"乌丸今出川（地铁今出川站）",048300,,
stops,stop_name,zh-Hant,"烏丸今出川（地下鐵今出川車站）",048300,,
stops,stop_name,ko,"가라스마이마데가와（지하철 이마데가와역）",048300,,
stops,stop_name,ja,"烏丸今出川（地下鉄今出川駅）",048400,,
stops,stop_name,ja-Hrkt,"からすまいまでがわ（ちかてついまでがわえき）",048400,,
stops,stop_name,en,"Karasuma Imadegawa (Subway Imadegawa Station)",048400,,
stops,stop_name,zh-Hans,"乌丸今出川（地铁今出川站）",048400,,
stops,stop_name,zh-Hant,"烏丸今出川（地下鐵今出川車站）",048400,,
stops,stop_name,ko,"가라스마이마데가와（지하철 이마데가와역）",048400,,
stops,stop_name,ja,"烏丸一条",049300,,
stops,stop_name,ja-Hrkt,"からすまいちじょう",049300,,
stops,stop_name,en,"Karasuma Ichijo",049300,,
stops,stop_name,zh-Hans,"乌丸一条",049300,,
stops,stop_name,zh-Hant,"烏丸一条",049300,,
stops,stop_name,ko,"가라스마이치조",049300,,
stops,stop_name,ja,"烏丸一条",049400,,
stops,stop_name,ja-Hrkt,"からすまいちじょう",049400,,
stops,stop_name,en,"Karasuma Ichijo",049400,,
stops,stop_name,zh-Hans,"乌丸一条",049400,,
stops,stop_name,zh-Hant,"烏丸一条",049400,,
stops,stop_name,ko,"가라스마이치조",049400,,
stops,stop_name,ja,"烏丸下長者町",050300,,
stops,stop_name,ja-Hrkt,"からすましもちょうじゃまち",050300,,
stops,stop_name,en,"Karasuma Shimochojamachi",050300,,
stops,stop_name,zh-Hans,"乌丸下长者町",050300,,
stops,stop_name,zh-Hant,"烏丸下長者町",050300,,
stops,stop_name,ko,"가라스마시모초자마치",050300,,
stops,stop_name,ja,"烏丸下長者町",050400,,
stops,stop_name,ja-Hrkt,"からすましもちょうじゃまち",050400,,
stops,stop_name,en,"Karasuma Shimochojamachi",050400,,
stops,stop_name,zh-Hans,"乌丸下长者町",050400,,
stops,stop_name,zh-Hant,"烏丸下長者町",050400,,
stops,stop_name,ko,"가라스마시모초자마치",050400,,
stops,stop_name,ja,"烏丸丸太町（地下鉄丸太町駅）",051100,,
stops,stop_name,ja-Hrkt,"からすままるたまち（ちかてつまるたまちえき）",051100,,
stops,stop_name,en,"Karasuma Marutamachi (Subway Marutamachi Station)",051100,,
stops,stop_name,zh-Hans,"乌丸丸太町（地铁丸太町站）",051100,,
stops,stop_name,zh-Hant,"烏丸丸太町（地下鐵丸太町車站）",051100,,
stops,stop_name,ko,"가라스마마루타마치（지하철 마루타마치역）",051100,,
stops,stop_name,ja,"烏丸丸太町（地下鉄丸太町駅）",051200,,
stops,stop_name,ja-Hrkt,"からすままるたまち（ちかてつまるたまちえき）",051200,,
stops,stop_name,en,"Karasuma Marutamachi (Subway Marutamachi Station)",051200,,
stops,stop_name,zh-Hans,"乌丸丸太町（地铁丸太町站）",051200,,
stops,stop_name,zh-Hant,"烏丸丸太町（地下鐵丸太町車站）",051200,,
stops,stop_name,ko,"가라스마마루타마치（지하철 마루타마치역）",051200,,
stops,stop_name,ja,"烏丸丸太町（地下鉄丸太町駅）",051300,,
stops,stop_name,ja-Hrkt,"からすままるたまち（ちかてつまるたまちえき）",051300,,
stops,stop_name,en,"Karasuma Marutamachi (Subway Marutamachi Station)",051300,,
stops,stop_name,zh-Hans,"乌丸丸太町（地铁丸太町站）",051300,,
stops,stop_name,zh-Hant,"烏丸丸太町（地下鐵丸太町車站）",051300,,
stops,stop_name,ko,"가라스마마루타마치（지하철 마루타마치역）",051300,,
stops,stop_name,ja,"烏丸丸太町（地下鉄丸太町駅）",051400,,
stops,stop_name,ja-Hrkt,"からすままるたまち（ちかてつまるたまちえき）",051400,,
stops,stop_name,en,"Karasuma Marutamachi (Subway Marutamachi Station)",051400,,
stops,stop_name,zh-Hans,"乌丸丸太町（地铁丸太町站）",051400,,
stops,stop_name,zh-Hant,"烏丸丸太町（地下鐵丸太町車站）",051400,,
stops,stop_name,ko,"가라스마마루타마치（지하철 마루타마치역）",051400,,
stops,stop_name,ja,"烏丸二条",052300,,
stops,stop_name,ja-Hrkt,"からすまにじょう",052300,,
stops,stop_name,en,"Karasuma Nijo",052300,,
stops,stop_name,zh-Hans,"乌丸二条",052300,,
stops,stop_name,zh-Hant,"烏丸二条",052300,,
stops,stop_name,ko,"가라스마니조",052300,,
stops,stop_name,ja,"烏丸二条",052400,,
stops,stop_name,ja-Hrkt,"からすまにじょう",052400,,
stops,stop_name,en,"Karasuma Nijo",052400,,
stops,stop_name,zh-Hans,"乌丸二条",052400,,
stops,stop_name,zh-Hant,"烏丸二条",052400,,
stops,stop_name,ko,"가라스마니조",052400,,
stops,stop_name,ja,"烏丸御池",053100,,
stops,stop_name,ja-Hrkt,"からすまおいけ",053100,,
stops,stop_name,en,"Karasuma Oike",053100,,
stops,stop_name,zh-Hans,"乌丸御池",053100,,
stops,stop_name,zh-Hant,"烏丸御池",053100,,
stops,stop_name,ko,"가라스마오이케",053100,,
stops,stop_name,ja,"烏丸御池",053200,,
stops,stop_name,ja-Hrkt,"からすまおいけ",053200,,
stops,stop_name,en,"Karasuma Oike",053200,,
stops,stop_name,zh-Hans,"乌丸御池",053200,,
stops,stop_name,zh-Hant,"烏丸御池",053200,,
stops,stop_name,ko,"가라스마오이케",053200,,
stops,stop_name,ja,"烏丸御池",053300,,
stops,stop_name,ja-Hrkt,"からすまおいけ",053300,,
stops,stop_name,en,"Karasuma Oike",053300,,
stops,stop_name,zh-Hans,"乌丸御池",053300,,
stops,stop_name,zh-Hant,"烏丸御池",053300,,
stops,stop_name,ko,"가라스마오이케",053300,,
stops,stop_name,ja,"烏丸御池",053400,,
stops,stop_name,ja-Hrkt,"からすまおいけ",053400,,
stops,stop_name,en,"Karasuma Oike",053400,,
stops,stop_name,zh-Hans,"乌丸御池",053400,,
stops,stop_name,zh-Hant,"烏丸御池",053400,,
stops,stop_name,ko,"가라스마오이케",053400,,
stops,stop_name,ja,"烏丸三条",054300,,
stops,stop_name,ja-Hrkt,"からすまさんじょう",054300,,
stops,stop_name,en,"Karasuma Sanjo",054300,,
stops,stop_name,zh-Hans,"乌丸三条",054300,,
stops,stop_name,zh-Hant,"烏丸三条",054300,,
stops,stop_name,ko,"가라스마산조",054300,,
stops,stop_name,ja,"烏丸三条",054400,,
stops,stop_name,ja-Hrkt,"からすまさんじょう",054400,,
stops,stop_name,en,"Karasuma Sanjo",054400,,
stops,stop_name,zh-Hans,"乌丸三条",054400,,
stops,stop_name,zh-Hant,"烏丸三条",054400,,
stops,stop_name,ko,"가라스마산조",054400,,
stops,stop_name,ja,"四条烏丸（地下鉄四条駅）",055001,,
stops,stop_name,ja-Hrkt,"しじょうからすま（ちかてつしじょうえき）",055001,,
stops,stop_name,en,"Shijo Karasuma (Subway Shijo Station)",055001,,
stops,stop_name,zh-Hans,"四条乌丸（地铁四条站）",055001,,
stops,stop_name,zh-Hant,"四条烏丸（地下鐵四条車站）",055001,,
stops,stop_name,ko,"시조카라스마（지하철 시조역）",055001,,
stops,stop_name,ja,"四条烏丸（地下鉄四条駅）",055100,,
stops,stop_name,ja-Hrkt,"しじょうからすま（ちかてつしじょうえき）",055100,,
stops,stop_name,en,"Shijo Karasuma (Subway Shijo Station)",055100,,
stops,stop_name,zh-Hans,"四条乌丸（地铁四条站）",055100,,
stops,stop_name,zh-Hant,"四条烏丸（地下鐵四条車站）",055100,,
stops,stop_name,ko,"시조카라스마（지하철 시조역）",055100,,
stops,stop_name,ja,"四条烏丸（地下鉄四条駅）",055210,,
stops,stop_name,ja-Hrkt,"しじょうからすま（ちかてつしじょうえき）",055210,,
stops,stop_name,en,"Shijo Karasuma (Subway Shijo Station)",055210,,
stops,stop_name,zh-Hans,"四条乌丸（地铁四条站）",055210,,
stops,stop_name,zh-Hant,"四条烏丸（地下鐵四条車站）",055210,,
stops,stop_name,ko,"시조카라스마（지하철 시조역）",055210,,
stops,stop_name,ja,"四条烏丸（地下鉄四条駅）",055220,,
stops,stop_name,ja-Hrkt,"しじょうからすま（ちかてつしじょうえき）",055220,,
stops,stop_name,en,"Shijo Karasuma (Subway Shijo Station)",055220,,
stops,stop_name,zh-Hans,"四条乌丸（地铁四条站）",055220,,
stops,stop_name,zh-Hant,"四条烏丸（地下鐵四条車站）",055220,,
stops,stop_name,ko,"시조카라스마（지하철 시조역）",055220,,
stops,stop_name,ja,"四条烏丸（地下鉄四条駅）",055310,,
stops,stop_name,ja-Hrkt,"しじょうからすま（ちかてつしじょうえき）",055310,,
stops,stop_name,en,"Shijo Karasuma (Subway Shijo Station)",055310,,
stops,stop_name,zh-Hans,"四条乌丸（地铁四条站）",055310,,
stops,stop_name,zh-Hant,"四条烏丸（地下鐵四条車站）",055310,,
stops,stop_name,ko,"시조카라스마（지하철 시조역）",055310,,
stops,stop_name,ja,"四条烏丸（地下鉄四条駅）",055320,,
stops,stop_name,ja-Hrkt,"しじょうからすま（ちかてつしじょうえき）",055320,,
stops,stop_name,en,"Shijo Karasuma (Subway Shijo Station)",055320,,
stops,stop_name,zh-Hans,"四条乌丸（地铁四条站）",055320,,
stops,stop_name,zh-Hant,"四条烏丸（地下鐵四条車站）",055320,,
stops,stop_name,ko,"시조카라스마（지하철 시조역）",055320,,
stops,stop_name,ja,"四条烏丸（地下鉄四条駅）",055410,,
stops,stop_name,ja-Hrkt,"しじょうからすま（ちかてつしじょうえき）",055410,,
stops,stop_name,en,"Shijo Karasuma (Subway Shijo Station)",055410,,
stops,stop_name,zh-Hans,"四条乌丸（地铁四条站）",055410,,
stops,stop_name,zh-Hant,"四条烏丸（地下鐵四条車站）",055410,,
stops,stop_name,ko,"시조카라스마（지하철 시조역）",055410,,
stops,stop_name,ja,"四条烏丸（地下鉄四条駅）",055420,,
stops,stop_name,ja-Hrkt,"しじょうからすま（ちかてつしじょうえき）",055420,,
stops,stop_name,en,"Shijo Karasuma (Subway Shijo Station)",055420,,
stops,stop_name,zh-Hans,"四条乌丸（地铁四条站）",055420,,
stops,stop_name,zh-Hant,"四条烏丸（地下鐵四条車站）",055420,,
stops,stop_name,ko,"시조카라스마（지하철 시조역）",055420,,
stops,stop_name,ja,"烏丸松原",056300,,
stops,stop_name,ja-Hrkt,"からすままつばら",056300,,
stops,stop_name,en,"Karasuma Matsubara",056300,,
stops,stop_name,zh-Hans,"乌丸松原",056300,,
stops,stop_name,zh-Hant,"烏丸松原",056300,,
stops,stop_name,ko,"가라스마마쓰바라",056300,,
stops,stop_name,ja,"烏丸松原",056400,,
stops,stop_name,ja-Hrkt,"からすままつばら",056400,,
stops,stop_name,en,"Karasuma Matsubara",056400,,
stops,stop_name,zh-Hans,"乌丸松原",056400,,
stops,stop_name,zh-Hant,"烏丸松原",056400,,
stops,stop_name,ko,"가라스마마쓰바라",056400,,
stops,stop_name,ja,"烏丸五条（地下鉄五条駅）",057100,,
stops,stop_name,ja-Hrkt,"からすまごじょう（ちかてつごじょうえき）",057100,,
stops,stop_name,en,"Karasuma Gojo (Subway Gojo Station)",057100,,
stops,stop_name,zh-Hans,"乌丸五条（地铁五条站）",057100,,
stops,stop_name,zh-Hant,"烏丸五条（地下鐵五条車站）",057100,,
stops,stop_name,ko,"가라스마고조（지하철 고조역）",057100,,
stops,stop_name,ja,"烏丸五条（地下鉄五条駅）",057200,,
stops,stop_name,ja-Hrkt,"からすまごじょう（ちかてつごじょうえき）",057200,,
stops,stop_name,en,"Karasuma Gojo (Subway Gojo Station)",057200,,
stops,stop_name,zh-Hans,"乌丸五条（地铁五条站）",057200,,
stops,stop_name,zh-Hant,"烏丸五条（地下鐵五条車站）",057200,,
stops,stop_name,ko,"가라스마고조（지하철 고조역）",057200,,
stops,stop_name,ja,"烏丸五条（地下鉄五条駅）",057300,,
stops,stop_name,ja-Hrkt,"からすまごじょう（ちかてつごじょうえき）",057300,,
stops,stop_name,en,"Karasuma Gojo (Subway Gojo Station)",057300,,
stops,stop_name,zh-Hans,"乌丸五条（地铁五条站）",057300,,
stops,stop_name,zh-Hant,"烏丸五条（地下鐵五条車站）",057300,,
stops,stop_name,ko,"가라스마고조（지하철 고조역）",057300,,
stops,stop_name,ja,"烏丸五条（地下鉄五条駅）",057400,,
stops,stop_name,ja-Hrkt,"からすまごじょう（ちかてつごじょうえき）",057400,,
stops,stop_name,en,"Karasuma Gojo (Subway Gojo Station)",057400,,
stops,stop_name,zh-Hans,"乌丸五条（地铁五条站）",057400,,
stops,stop_name,zh-Hant,"烏丸五条（地下鐵五条車站）",057400,,
stops,stop_name,ko,"가라스마고조（지하철 고조역）",057400,,
stops,stop_name,ja,"烏丸六条",058300,,
stops,stop_name,ja-Hrkt,"からすまろくじょう",058300,,
stops,stop_name,en,"Karasuma Rokujo",058300,,
stops,stop_name,zh-Hans,"乌丸六条",058300,,
stops,stop_name,zh-Hant,"烏丸六条",058300,,
stops,stop_name,ko,"가라스마로쿠조",058300,,
stops,stop_name,ja,"烏丸六条",058400,,
stops,stop_name,ja-Hrkt,"からすまろくじょう",058400,,
stops,stop_name,en,"Karasuma Rokujo",058400,,
stops,stop_name,zh-Hans,"乌丸六条",058400,,
stops,stop_name,zh-Hant,"烏丸六条",058400,,
stops,stop_name,ko,"가라스마로쿠조",058400,,
stops,stop_name,ja,"烏丸七条",059100,,
stops,stop_name,ja-Hrkt,"からすまななじょう",059100,,
stops,stop_name,en,"Karasuma Nanajo",059100,,
stops,stop_name,zh-Hans,"乌丸七条",059100,,
stops,stop_name,zh-Hant,"烏丸七条",059100,,
stops,stop_name,ko,"가라스마나나조",059100,,
stops,stop_name,ja,"烏丸七条",059200,,
stops,stop_name,ja-Hrkt,"からすまななじょう",059200,,
stops,stop_name,en,"Karasuma Nanajo",059200,,
stops,stop_name,zh-Hans,"乌丸七条",059200,,
stops,stop_name,zh-Hant,"烏丸七条",059200,,
stops,stop_name,ko,"가라스마나나조",059200,,
stops,stop_name,ja,"烏丸七条",059310,,
stops,stop_name,ja-Hrkt,"からすまななじょう",059310,,
stops,stop_name,en,"Karasuma Nanajo",059310,,
stops,stop_name,zh-Hans,"乌丸七条",059310,,
stops,stop_name,zh-Hant,"烏丸七条",059310,,
stops,stop_name,ko,"가라스마나나조",059310,,
stops,stop_name,ja,"烏丸七条",059320,,
stops,stop_name,ja-Hrkt,"からすまななじょう",059320,,
stops,stop_name,en,"Karasuma Nanajo",059320,,
stops,stop_name,zh-Hans,"乌丸七条",059320,,
stops,stop_name,zh-Hant,"烏丸七条",059320,,
stops,stop_name,ko,"가라스마나나조",059320,,
stops,stop_name,ja,"烏丸七条",059400,,
stops,stop_name,ja-Hrkt,"からすまななじょう",059400,,
stops,stop_name,en,"Karasuma Nanajo",059400,,
stops,stop_name,zh-Hans,"乌丸七条",059400,,
stops,stop_name,zh-Hant,"烏丸七条",059400,,
stops,stop_name,ko,"가라스마나나조",059400,,
stops,stop_name,ja,"上賀茂石計町",060100,,
stops,stop_name,ja-Hrkt,"かみがもいしかずちょう",060100,,
stops,stop_name,en,"Kamigamo Ishikazucho",060100,,
stops,stop_name,zh-Hans,"上贺茂石计町",060100,,
stops,stop_name,zh-Hant,"上賀茂石計町",060100,,
stops,stop_name,ko,"가미가모이시카즈초",060100,,
stops,stop_name,ja,"上賀茂石計町",060200,,
stops,stop_name,ja-Hrkt,"かみがもいしかずちょう",060200,,
stops,stop_name,en,"Kamigamo Ishikazucho",060200,,
stops,stop_name,zh-Hans,"上贺茂石计町",060200,,
stops,stop_name,zh-Hant,"上賀茂石計町",060200,,
stops,stop_name,ko,"가미가모이시카즈초",060200,,
stops,stop_name,ja,"上賀茂石計町",060300,,
stops,stop_name,ja-Hrkt,"かみがもいしかずちょう",060300,,
stops,stop_name,en,"Kamigamo Ishikazucho",060300,,
stops,stop_name,zh-Hans,"上贺茂石计町",060300,,
stops,stop_name,zh-Hant,"上賀茂石計町",060300,,
stops,stop_name,ko,"가미가모이시카즈초",060300,,
stops,stop_name,ja,"上賀茂石計町",060400,,
stops,stop_name,ja-Hrkt,"かみがもいしかずちょう",060400,,
stops,stop_name,en,"Kamigamo Ishikazucho",060400,,
stops,stop_name,zh-Hans,"上贺茂石计町",060400,,
stops,stop_name,zh-Hant,"上賀茂石計町",060400,,
stops,stop_name,ko,"가미가모이시카즈초",060400,,
stops,stop_name,ja,"京都駅前",061001,,
stops,stop_name,ja-Hrkt,"きょうとえきまえ",061001,,
stops,stop_name,en,"Kyoto Station",061001,,
stops,stop_name,zh-Hans,"京都站前",061001,,
stops,stop_name,zh-Hant,"京都車站前",061001,,
stops,stop_name,ko,"교토에키마에",061001,,
stops,stop_name,ja,"京都駅前",061002,,
stops,stop_name,ja-Hrkt,"きょうとえきまえ",061002,,
stops,stop_name,en,"Kyoto Station",061002,,
stops,stop_name,zh-Hans,"京都站前",061002,,
stops,stop_name,zh-Hant,"京都車站前",061002,,
stops,stop_name,ko,"교토에키마에",061002,,
stops,stop_name,ja,"京都駅前",061211,,
stops,stop_name,ja-Hrkt,"きょうとえきまえ",061211,,
stops,stop_name,en,"Kyoto Station",061211,,
stops,stop_name,zh-Hans,"京都站前",061211,,
stops,stop_name,zh-Hant,"京都車站前",061211,,
stops,stop_name,ko,"교토에키마에",061211,,
stops,stop_name,ja,"京都駅前",061212,,
stops,stop_name,ja-Hrkt,"きょうとえきまえ",061212,,
stops,stop_name,en,"Kyoto Station",061212,,
stops,stop_name,zh-Hans,"京都站前",061212,,
stops,stop_name,zh-Hant,"京都車站前",061212,,
stops,stop_name,ko,"교토에키마에",061212,,
stops,stop_name,ja,"京都駅前",061213,,
stops,stop_name,ja-Hrkt,"きょうとえきまえ",061213,,
stops,stop_name,en,"Kyoto Station",061213,,
stops,stop_name,zh-Hans,"京都站前",061213,,
stops,stop_name,zh-Hant,"京都車站前",061213,,
stops,stop_name,ko,"교토에키마에",061213,,
stops,stop_name,ja,"京都駅前",061221,,
stops,stop_name,ja-Hrkt,"きょうとえきまえ",061221,,
stops,stop_name,en,"Kyoto Station",061221,,
stops,stop_name,zh-Hans,"京都站前",061221,,
stops,stop_name,zh-Hant,"京都車站前",061221,,
stops,stop_name,ko,"교토에키마에",061221,,
stops,stop_name,ja,"京都駅前",061222,,
stops,stop_name,ja-Hrkt,"きょうとえきまえ",061222,,
stops,stop_name,en,"Kyoto Station",061222,,
stops,stop_name,zh-Hans,"京都站前",061222,,
stops,stop_name,zh-Hant,"京都車站前",061222,,
stops,stop_name,ko,"교토에키마에",061222,,
stops,stop_name,ja,"京都駅前",061223,,
stops,stop_name,ja-Hrkt,"きょうとえきまえ",061223,,
stops,stop_name,en,"Kyoto Station",061223,,
stops,stop_name,zh-Hans,"京都站前",061223,,
stops,stop_name,zh-Hant,"京都車站前",061223,,
stops,stop_name,ko,"교토에키마에",061223,,
stops,stop_name,ja,"京都駅前",061231,,
stops,stop_name,ja-Hrkt,"きょうとえきまえ",061231,,
stops,stop_name,en,"Kyoto Station",061231,,
stops,stop_name,zh-Hans,"京都站前",061231,,
stops,stop_name,zh-Hant,"京都車站前",061231,,
stops,stop_name,ko,"교토에키마에",061231,,
stops,stop_name,ja,"京都駅前",061234,,
stops,stop_name,ja-Hrkt,"きょうとえきまえ",061234,,
stops,stop_name,en,"Kyoto Station",061234,,
stops,stop_name,zh-Hans,"京都站前",061234,,
stops,stop_name,zh-Hant,"京都車站前",061234,,
stops,stop_name,ko,"교토에키마에",061234,,
stops,stop_name,ja,"京都駅前",061235,,
stops,stop_name,ja-Hrkt,"きょうとえきまえ",061235,,
stops,stop_name,en,"Kyoto Station",061235,,
stops,stop_name,zh-Hans,"京都站前",061235,,
stops,stop_name,zh-Hant,"京都車站前",061235,,
stops,stop_name,ko,"교토에키마에",061235,,
stops,stop_name,ja,"京都駅前",061236,,
stops,stop_name,ja-Hrkt,"きょうとえきまえ",061236,,
stops,stop_name,en,"Kyoto Station",061236,,
stops,stop_name,zh-Hans,"京都站前",061236,,
stops,stop_name,zh-Hant,"京都車站前",061236,,
stops,stop_name,ko,"교토에키마에",061236,,
stops,stop_name,ja,"京都駅前",061241,,
stops,stop_name,ja-Hrkt,"きょうとえきまえ",061241,,
stops,stop_name,en,"Kyoto Station",061241,,
stops,stop_name,zh-Hans,"京都站前",061241,,
stops,stop_name,zh-Hant,"京都車站前",061241,,
stops,stop_name,ko,"교토에키마에",061241,,
stops,stop_name,ja,"京都駅前",061242,,
stops,stop_name,ja-Hrkt,"きょうとえきまえ",061242,,
stops,stop_name,en,"Kyoto Station",061242,,
stops,stop_name,zh-Hans,"京都站前",061242,,
stops,stop_name,zh-Hant,"京都車站前",061242,,
stops,stop_name,ko,"교토에키마에",061242,,
stops,stop_name,ja,"京都駅前",061243,,
stops,stop_name,ja-Hrkt,"きょうとえきまえ",061243,,
stops,stop_name,en,"Kyoto Station",061243,,
stops,stop_name,zh-Hans,"京都站前",061243,,
stops,stop_name,zh-Hant,"京都車站前",061243,,
stops,stop_name,ko,"교토에키마에",061243,,
stops,stop_name,ja,"京都外大前",062001,,
stops,stop_name,ja-Hrkt,"きょうとがいだいまえ",062001,,
stops,stop_name,en,"Kyoto Gaidai-mae (Kyoto University of Foreign Studies)",062001,,
stops,stop_name,zh-Hans,"京都外大前（京都外语大学）",062001,,
stops,stop_name,zh-Hant,"京都外大前（京都外語大學）",062001,,
stops,stop_name,ko,"교토가이다이마에（교토외국어 대학）",062001,,
stops,stop_name,ja,"京都外大前",062002,,
stops,stop_name,ja-Hrkt,"きょうとがいだいまえ",062002,,
stops,stop_name,en,"Kyoto Gaidai-mae (Kyoto University of Foreign Studies)",062002,,
stops,stop_name,zh-Hans,"京都外大前（京都外语大学）",062002,,
stops,stop_name,zh-Hant,"京都外大前（京都外語大學）",062002,,
stops,stop_name,ko,"교토가이다이마에（교토외국어 대학）",062002,,
stops,stop_name,ja,"京都外大前",062110,,
stops,stop_name,ja-Hrkt,"きょうとがいだいまえ",062110,,
stops,stop_name,en,"Kyoto Gaidai-mae (Kyoto University of Foreign Studies)",062110,,
stops,stop_name,zh-Hans,"京都外大前（京都外语大学）",062110,,
stops,stop_name,zh-Hant,"京都外大前（京都外語大學）",062110,,
stops,stop_name,ko,"교토가이다이마에（교토외국어 대학）",062110,,
stops,stop_name,ja,"京都外大前",062120,,
stops,stop_name,ja-Hrkt,"きょうとがいだいまえ",062120,,
stops,stop_name,en,"Kyoto Gaidai-mae (Kyoto University of Foreign Studies)",062120,,
stops,stop_name,zh-Hans,"京都外大前（京都外语大学）",062120,,
stops,stop_name,zh-Hant,"京都外大前（京都外語大學）",062120,,
stops,stop_name,ko,"교토가이다이마에（교토외국어 대학）",062120,,
stops,stop_name,ja,"京都外大前",062210,,
stops,stop_name,ja-Hrkt,"きょうとがいだいまえ",062210,,
stops,stop_name,en,"Kyoto Gaidai-mae (Kyoto University of Foreign Studies)",062210,,
stops,stop_name,zh-Hans,"京都外大前（京都外语大学）",062210,,
stops,stop_name,zh-Hant,"京都外大前（京都外語大學）",062210,,
stops,stop_name,ko,"교토가이다이마에（교토외국어 대학）",062210,,
stops,stop_name,ja,"京都外大前",062220,,
stops,stop_name,ja-Hrkt,"きょうとがいだいまえ",062220,,
stops,stop_name,en,"Kyoto Gaidai-mae (Kyoto University of Foreign Studies)",062220,,
stops,stop_name,zh-Hans,"京都外大前（京都外语大学）",062220,,
stops,stop_name,zh-Hant,"京都外大前（京都外語大學）",062220,,
stops,stop_name,ko,"교토가이다이마에（교토외국어 대학）",062220,,
stops,stop_name,ja,"京都外大前",062400,,
stops,stop_name,ja-Hrkt,"きょうとがいだいまえ",062400,,
stops,stop_name,en,"Kyoto Gaidai-mae (Kyoto University of Foreign Studies)",062400,,
stops,stop_name,zh-Hans,"京都外大前（京都外语大学）",062400,,
stops,stop_name,zh-Hant,"京都外大前（京都外語大學）",062400,,
stops,stop_name,ko,"교토가이다이마에（교토외국어 대학）",062400,,
stops,stop_name,ja,"四条中学前",063100,,
stops,stop_name,ja-Hrkt,"しじょうちゅうがくまえ",063100,,
stops,stop_name,en,"Shijo Chugaku-mae",063100,,
stops,stop_name,zh-Hans,"四条中学前",063100,,
stops,stop_name,zh-Hant,"四条中學前",063100,,
stops,stop_name,ko,"시조추가쿠마에",063100,,
