route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
00302,01001,00302_01001_2858,四条河原町・百万遍・上終町,,1,00302_01001_2949,S_00301001,1,0
003A0,01001,00302_01001_2859,出町柳駅・四条河原町・京都外大,,1,00302_01001_2859,S_00301002,1,0
00302,01001,00302_01001_2863,四条河原町・百万遍・上終町,,1,00302_01001_2876,S_00302010,1,0
003A0,01001,00302_01001_2864,出町柳駅・四条河原町・松尾橋,,1,00302_01001_2864,S_00302020,1,0
003A0,01001,00302_01001_2865,京都外大,,1,00302_01001_2865,S_00302030,1,0
00302,01001,00302_01001_2867,四条河原町・百万遍・上終町,,1,003B0_01001_2866,S_00302010,1,0
003A0,01001,00302_01001_2868,出町柳駅・四条河原町・松尾橋,,1,00302_01001_2868,S_00302020,1,0
00302,01001,00302_01001_2869,四条河原町・百万遍・上終町,,1,00302_01001_2869,S_00302030,1,0
00302,01001,00302_01001_2874,四条河原町・百万遍・上終町,,1,00302_01001_3070,S_00302010,1,0
003A0,01001,00302_01001_2875,出町柳駅・四条河原町・松尾橋,,1,00302_01001_2875,S_00302020,1,0
00302,01001,00302_01001_2876,四条河原町・百万遍・上終町,,1,00302_01001_2876,S_00302030,1,0
00302,01001,00302_01001_2897,四条河原町・百万遍・上終町,,1,00302_01001_2897,S_00302010,1,0
003A0,01001,00302_01001_2898,出町柳駅・四条河原町・松尾橋,,1,00302_01001_2898,S_00302020,1,0
00302,01001,00302_01001_2899,四条河原町・百万遍・上終町,,1,00302_01001_2899,S_00302030,1,0
00302,01001,00302_01001_2911,四条河原町・百万遍・上終町,,1,003A0_01001_2706,S_00302010,1,0
003A0,01001,00302_01001_2912,出町柳駅・四条河原町・松尾橋,,1,00302_01001_2912,S_00302020,1,0
00302,01001,00302_01001_2913,四条河原町・百万遍・上終町,,1,00302_01001_2913,S_00302030,1,0
00302,01001,00302_01001_2925,四条河原町・百万遍・上終町,,1,00302_01001_2822,S_00302010,1,0
003A0,01001,00302_01001_2926,出町柳駅・四条河原町・松尾橋,,1,00302_01001_2926,S_00302020,1,0
00302,01001,00302_01001_2927,四条河原町・百万遍・上終町,,1,00302_01001_2927,S_00302030,1,0
00302,01001,00302_01001_2929,四条河原町・百万遍・上終町,,1,003B0_01001_2928,S_00302010,1,0
